0.09140332,0.033767425,-0.025381094,-0.2328241
-0.046675097,-0.041664768,-0.034182727,-0.043801416
-0.041850008,0.027238797,-0.04093623,0.039202575
0.011288095,-0.0070514902,0.036349807,0.010921739
-0.16739033,-0.12435996,0.20458792,0.18809499
-0.017358731,-0.04942155,0.03205133,-0.012396526
0.18472314,0.15130152,-0.2203777,-0.19245702
-0.016790198,-0.06021246,-0.038742855,-0.01910503
-0.21106821,0.008495817,0.14101964,0.18770489
-0.029060543,0.019245747,0.04348028,0.01568934
-0.24657366,-0.2058921,0.24630639,0.2023677
-0.010868609,0.04783764,0.0075867884,-0.0284508
0.040455285,0.039201807,-0.0106677525,-0.011936832
-0.20127457,-0.22428195,0.1912065,0.15110663
0.03120673,-0.049838163,0.040162113,-0.0119891055
-0.040134214,-0.04726074,0.095012054,-0.040928468
0.21001124,0.15725814,-0.2280636,-0.22785558
0.02185512,0.04375619,-0.0379081,0.03130908
-0.00040878257,-0.13670053,-0.06367782,0.07652348
0.010804117,0.017905984,0.03282148,-0.04293535
0.16461562,0.23866077,-0.16044815,0.20509492
-0.171653,-0.19306642,0.12871303,-0.29573753
-0.04247395,0.028192807,-0.04433587,-0.044265844
0.025622215,-0.008338738,-0.015038334,0.008543767
0.03840181,0.008592606,-0.0076146834,0.012595724
0.025729347,0.03647698,0.03886987,0.012539808
-0.22302814,-0.16864291,0.14150771,0.20217492
-0.32514125,-0.02261615,0.32223886,0.14465857
-0.004158102,0.016184736,0.029615153,-0.009291746
-0.033377506,0.03176328,0.035984192,-0.018507026
-0.13523176,-0.20053743,0.22764684,0.19737025
-0.2191299,0.1307708,0.1973734,-0.21714136
-0.032491494,0.045708146,-0.04602864,0.002856899
-0.17719422,-0.1638243,0.17060924,0.18304203
0.04079057,-0.016930081,-0.035180043,0.028038573
-0.121086664,0.16026326,0.13534041,-0.238824
0.00984199,0.0030082949,0.026716676,-0.026374971
-0.12737864,0.080814235,0.12423909,0.01818361
-0.16330293,0.19433813,0.18496545,-0.046055388
0.017513167,0.0099651925,0.042022135,-0.04701027
-0.22124594,-0.14923292,0.23237076,0.17418182
-0.026111914,0.039378,-0.0482738,-0.042253863
0.091527775,0.056107048,-0.14042963,0.05847921
-0.1590848,0.15393569,0.22398578,-0.27314502
0.18057339,0.21857134,-0.21380344,-0.107273966
0.054243892,-0.082419015,-0.15107219,0.33547813
-0.16405608,0.17684296,0.19728377,-0.28492627
0.00097084045,-0.018880272,0.020874608,0.025797259
-0.26814425,-0.045396853,0.22429605,0.19072132
0.030944232,0.034986023,0.039613847,-0.012018003
-0.2680994,0.27328372,0.27071354,-0.37166834
0.005813636,-0.009565376,0.024394464,-0.0329355
0.15002832,0.19045277,-0.16637303,-0.18628365
0.011327516,0.048353385,0.04040194,0.048220906
-0.13942069,0.1478222,0.20895022,-0.26649055
0.026374402,0.015692303,0.023374299,-0.024347398
-0.0042348877,0.022116486,0.047595356,0.037324417
-0.011398626,-0.03351305,0.012139962,-0.0018897392
0.012163054,0.006524455,0.045438472,-0.049262967
-0.0310619,-0.029714966,-0.044737138,0.021987978
0.27688605,0.05297559,-0.28538895,-0.22577815
0.09493008,-0.23733555,-0.029779248,-0.0088077625
-0.0703943,-0.32205108,-0.07462997,0.29035982
0.0252151,-0.023269225,-0.03952658,-0.021491349
0.089996554,-0.113859504,-0.034737617,0.072652645
0.013447214,-0.006359827,0.030628536,0.04504292
-0.2305222,-0.292063,0.23452328,0.2107884
0.0070906766,0.032038618,-0.03788986,-0.017417312
0.13280217,0.18420552,-0.20134178,-0.14920387
0.1853555,0.16143443,-0.11921301,0.18007769
0.18130699,0.17738561,-0.14476037,-0.25360528
-0.036967468,0.019604158,0.013794068,-0.014902614
-0.14281084,-0.21688242,0.17846249,0.15584546
0.0027257092,-0.019018888,0.03340185,-0.008871414
8.6687505e-05,0.042841647,-0.044865657,0.009642553
-0.19628583,0.20897909,0.21347068,-0.2752029
0.15195192,-0.1288552,-0.15959807,0.24477822
0.03022853,0.024192307,-0.047182348,0.035632197
0.045538638,0.0078001134,0.033867348,-0.03280876
0.26063743,-0.33276197,-0.29180047,0.40731996
0.14355364,-0.20570366,-0.14237604,0.25765422
0.023973439,0.03243411,-0.04341593,-0.0004122369
-0.15276425,0.15231614,0.21599293,-0.23837417
-0.2614658,-0.27338442,0.2579902,0.2511683
-0.1305863,0.17844939,0.18825938,-0.1917306
0.18054979,-0.17706977,-0.18510051,0.22830361
-0.038928162,0.024616588,0.02644584,0.037877087
0.13555147,0.20046926,-0.14246263,-0.15503928
0.16668177,-0.22335586,-0.15014559,0.2851944
0.021778736,0.0017979965,0.012746286,-0.032596268
0.20273845,0.19500984,-0.15156287,-0.13064276
-0.15616323,0.15312125,0.16292942,-0.23343249
0.15703212,-0.1773366,-0.15723643,0.3021983
0.028467763,0.03331263,0.041968416,0.049288955
-0.04015875,0.03861877,0.0281297,0.04446013
-0.02919904,-0.013542008,-0.01172068,0.029012386
-0.07270404,-0.1488932,-0.0659518,0.34726098
0.22316897,-0.057033654,-0.2735761,-0.103430025
0.03722756,-0.0015353784,0.000121831894,0.004018165
-0.0420901,-0.09560944,0.08569672,0.091943465
-0.0005914457,0.02684467,0.032928202,-0.025427176
0.032904375,-0.0072356835,-0.013597656,0.03709991
-0.15746424,0.20140907,0.22023085,-0.27372777
0.045603666,-0.013302706,-0.047234584,0.0057715885
-0.04654486,-0.032918967,-0.02535261,0.0018635616
0.03243495,0.0030287504,0.033297826,-0.020521402
0.057101917,-0.059937518,-0.08005514,0.08928698
0.22190465,0.24055018,-0.19773443,-0.21924117
-0.17548677,-0.1823207,0.1946317,0.21140128
0.05285152,0.045964774,0.017632244,0.0062459884
-0.18082948,-0.17455694,0.18467017,0.14807817
0.22036086,-0.16170563,-0.1777538,0.29833695
0.20967273,0.14942153,-0.21326305,-0.15429112
0.02168477,-0.035908103,0.034028914,-0.028245438
-0.021449352,0.013371434,0.000859417,-0.003178548
-0.027063524,0.043875907,-0.029846048,0.0070025697
-0.19696008,-0.13621008,0.18877663,0.2089352
-0.22337076,0.24996416,0.2543948,-0.37679124
0.007744752,0.0128386505,0.018662002,0.037967112
0.015721938,0.23908997,0.03168093,0.017087895
-0.031036325,0.12505156,0.032182533,0.013012796
0.18474536,0.18121469,-0.1553719,-0.14173016
-0.047659315,0.024779525,-0.0094487555,-0.0399364
-0.082027726,0.051545214,0.073356375,-0.13926117
0.015160654,0.0051976927,0.013329539,-0.044983722
0.045726504,0.019357268,0.01979417,0.049689356
-0.00574366,0.013360191,0.024847243,0.03209791
0.012716141,-0.0370322,-0.020649029,0.021225754
0.00026875734,-0.04837512,-0.01884669,-0.031576775
-0.022863854,-0.032975733,-0.028489018,-0.022460151
-0.014608346,-0.013788987,0.027347613,-0.046867527
0.042145636,0.004693281,-0.028447378,-0.035529304
0.21763797,0.22993824,-0.18028824,-0.15118784
0.21352161,0.28394213,-0.1925605,0.38153344
0.0068147182,0.034757916,0.0036228672,-0.035788894
0.17682876,0.19071278,-0.12856027,0.24870194
0.038689617,-0.010433592,0.0026318058,-0.020843232
0.16078714,-0.12668136,-0.16729793,0.25286278
-0.024942636,0.014122845,-0.045029078,-0.024694392
-0.044396926,-0.0038399473,0.049327005,-0.013679922
-0.19055781,-0.189202,0.21325344,0.18422246
0.15961683,0.13744228,-0.12870117,-0.18063267
-0.23687303,0.21106207,0.15011479,-0.28492528
0.17303859,0.16010617,-0.17257158,-0.15963219
-0.15842067,0.18979986,0.20306127,-0.26722932
0.037921872,-0.024551952,0.040252578,-0.046759594
0.26947317,-0.05698737,-0.24272558,-0.062090237
-0.16997547,-0.15234306,0.1367838,-0.27325392
0.33615163,-0.11834076,-0.30328277,-0.08652872
0.16090488,0.2011197,-0.20102935,-0.18491268
